1;Acute Flaccid Paralysis;ND;0;1;1
2;Cholera;ND;0;1;1
3;Diarrhoea-Dysentry;ND;2;1;1
4;Guinea Worm;ND;0;1;1
5;Measles;ND;0;1;1
6;Meningitis;ND;0;1;1
7;Tetanus neonatal (less 28 days age);ND;3;1;1
8;Plague;ND;0;1;1
9;Rabies;ND;0;1;1
10;Viral Haemorragic Fever;ND;0;1;1
11;Yellow Fever;ND;0;1;1
12;Anaemia;NC;0;1;1
13;Dental DISEASE and conditions;NC;0;1;1
14;Diabetes Mellitus;NC;0;1;1
15;Gastro-intestinal DISEASEss (non infective);NC;1;1;1
16;Hypertension;NC;0;1;1
17;Mental Illness;NC;0;1;1
18;Epilepsy;NC;0;1;1
19;Other cardio-vascular DISEASEs;NC;0;1;1
20;Severe malnutrition (marasmus,kwashiorkor,marasmic-kwash);NC;6;1;0
22;Trauma-Domestic Violence;NC;0;1;1
23;Trauma-other intensional;NC;0;1;1
24;Trauma Road traffic accidents;NC;0;1;1
25;Trauma Other Non intensional;NC;0;1;1
26;Other complications of pregnancy;MP;1;0;1
27;Perinatal conditions;MP;0;1;1
28;Abortions;MP;0;1;1
29;AIDS;OC;0;1;1
30;Diarrhoea-Not bloody;OC;0;1;1
31;Diarrhoea-Persistent;OC;0;1;1
32;Ear Infection;OC;1;0;1
33;Eye Infection;OC;0;1;1
34;Genital Inf.-Urethral discharge;OC;1;0;1
35;Genital Inf.-Vaginal discharge;OC;1;0;1
36;Genital Inf.-Ulcerative;OC;1;0;1
37;Intestinal Worms;OC;0;1;1
38;Leprosy;OC;0;1;1
39;Malaria;OC;0;1;1
40;No pneumonia-cold or cough;OC;0;1;1
41;Onchocerciasis;OC;0;1;1
42;Pneumonia;OC;0;1;1
43;Skin DISEASEs;OC;0;1;1
44;Tuberculosis;OC;2;1;1
46;Typhoid Fever;OC;0;1;1
47;Urinary Tract Infections (UTI);OC;2;1;1
48;Others(non specified);OC;1;0;1
49;All Other DISEASEs;AO;2;1;1
50;Other emerging infectious DISEASE;ND;0;1;1
56;Death in OPD;OC;0;1;1
57;ENT Conditions;OC;0;1;1
58;Eye Conditions;OC;0;1;1
59;Sexually transmited infections (STI);OC;1;1;1
60;Hepatitis;OC;1;0;1
61;Osteomyelitis;OC;1;0;1
62;Peritonitis;OC;1;0;1
63;Pyrexiaof unknown origin (PUO);OC;1;0;1
64;Septicaemia;OC;1;0;1
65;High blood pressure in pregnancy;MP;0;1;1
66;Haemorrhage related to pregnancy (APH/PPH);MP;0;1;1
67;Sepsis related to pregnancy;MP;1;0;1
68;Asthma;NC;0;1;1
69;Oral DISEASEs and condition;NC;0;1;1
70;Endocrine and metabolic disorders (other);NC;0;1;1
71;Anxiety disorders;NC;0;1;1
72;Mania;NC;0;1;1
73;Depression;NC;0;1;1
74;Schizophrenia;NC;0;1;1
75;Alcohol and drug abuse;NC;0;1;1
76;Childhood and mental disorders;NC;0;1;1
77;Severe malnutrition (kwashiorkor);NC;2;0;1
78;Severe malnutrition (marasmus);NC;3;0;1
79;Severe malnutrition (marasmic-kwash);NC;2;0;1
80;Low weight for age;NC;0;1;1
81;Injuries - (trauma due to other causes);NC;0;1;1
82;Animal/snake bite;NC;0;1;1
83;Poisoning;NC;1;0;1
84;Liver cirrhosis;NC;0;1;1
85;Hepatocellular carcinoma;NC;0;1;1
86;Liver DISEASE s (other);NC;0;1;1
87;Hernias;NC;0;1;1
88;DISEASEs of the appendix;NC;0;1;1
89;Musculo skeletal and connective tissue DISEASE;NC;0;1;1
90;Genito urinary system DISEASEs ( non infective );NC;0;1;1
91;Congenital malformations and chromosome abnormalities;ND;1;0;1
92;Complication and surgical care;NC;0;1;1
93;Benine neoplasm's ( all type );NC;16;0;0
94;Cancer of the breast;NC;0;1;1
95;Cancer of the prostate;ND;1;0;1
96;Malignant neoplasm of the digestive organs;NC;0;1;1
97;Malignant of the lungs;NC;0;1;1
98;Kaposis and other skin cancers;NC;0;1;1
99;Malignant neoplasm of Hemopoietic tissue;NC;0;1;1
100;Other malignant neoplasm;NC;0;1;1
101;Curable Ulcers;NC;0;1;1
102;Cerebro-vascular event;NC;0;1;1
103;Cardiac arrest;NC;0;1;1
104;Gastro-intestinal bleeding;NC;0;1;1
105;Respiratory distress;NC;0;1;1
106;Acute renal failure;NC;1;0;1
107;Acute sepsis;NC;1;0;1
108;Schistosomiasis;NC;0;1;1
110;Pelvic Inflammatory DISEASEs (PID);OC;0;1;1
111;Tetanus (over 28 days age);OC;1;1;1
112;Obstructed Labour;MP;0;1;1
113;Other types of meningitis;OC;0;1;1
114;Schistosomiasis;OC;0;1;1
115;Sleeping sickness;OC;0;1;1
116;Malaria in pregnancy;MP;0;1;1
117;Injuries - (road traffic accident);NC;0;1;1
